"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","review_per_month"
"12759",811411264175754496,"Standard Bunk Room",309714886,"Pod Hotel","Brooklyn","Williamsburg",40.7152256,-73.9590841,"Private room",263,1,6,0.86,1,3,6,0.86
"12760",811452732576174080,"Your Own Penthouse on West Side !",18227787,"Vitaliy","Manhattan","Hell's Kitchen",40.7621695909131,-73.9863104533579,"Entire home/apt",179,30,43,2.05,2,66,5,2.05
"12761",811480555977826304,"HDTV Room, laundry, AC, 26 Min to Manhattan #459",3223938,"Eugene","Queens","Ridgewood",40.7011776720429,-73.9043573501219,"Private room",41,30,0,0,740,354,0,0
"12762",811495999344126464,"Central Park, Modern 2 Bedrooms!",190154361,"Sveta","Manhattan","Upper West Side",40.80264,-73.96615,"Entire home/apt",175,30,0,0,24,307,0,0
"12763",811503738270440704,"Furnished room, closet, 26 mins to Manhattan #460",3223938,"Eugene","Queens","Ridgewood",40.7028769182513,-73.9057611701053,"Private room",40,30,0,0,740,354,0,0
"12764",811509208342036992,"The Yorkville",61391963,"Stay With Vibe","Manhattan","Upper East Side",40.7734986,-73.9509093,"Entire home/apt",121,30,5,0.26,120,351,2,0.26
"12765",811516531230788096,"HDTV Room, laundry, AC, 26 Min to Manhattan #461",3223938,"Eugene","Queens","Ridgewood",40.702859555056,-73.9059108646878,"Private room",38,30,0,0,740,354,0,0
"12766",811520842318764032,"Blueground | Murray Hill, w/d, nr UN",107434423,"Blueground","Manhattan","Murray Hill",40.7446659,-73.9741341,"Entire home/apt",313,31,0,0,897,287,0,0
"12767",811529952320240128,"Duplex across MOMA PS1",299140599,"Delphine","Queens","Long Island City",40.7463610783067,-73.9470591768622,"Entire home/apt",320,30,9,0.43,1,335,0,0.43
"12768",811544409641696256,"Minimalist Brooklyn Home",39915371,"Mihai","Brooklyn","Williamsburg",40.7050708619513,-73.9315413447858,"Entire home/apt",120,30,4,0.28,1,324,2,0.28
"12769",811556047392409472,"Elegant Garden Level 2BD APT + Close Transport",107187341,"Build.Bid LLC","Brooklyn","Bedford-Stuyvesant",40.67725,-73.92144,"Entire home/apt",245,30,11,0.53,3,90,0,0.53
"12770",811561120935198592,"Upper E Side / 1 Bedroom apt",489756011,"Wapt","Manhattan","Upper East Side",40.7761114024032,-73.9564131480747,"Entire home/apt",134,30,0,0,30,261,0,0
"12771",811589415141588608,"Luxury Pent House Floor Apartment",313345834,"Ruko B","Manhattan","Hell's Kitchen",40.7625722890296,-73.9978140492641,"Entire home/apt",240,30,13,0.65,1,343,4,0.65
"12772",811605866541468800,"Spacious Apartment",497773664,"Karen","Queens","East Elmhurst",40.763067422507,-73.8766038841649,"Entire home/apt",220,30,12,0.67,1,365,0,0.67
"12773",811616685470196352,"Loft style 2 BR apt, NYU!",303771161,"Jonathan","Manhattan","East Village",40.72992,-73.98742,"Entire home/apt",150,30,0,0,10,335,0,0
"12774",811638251522261632,"Saint Marks 2 bedroom near NYU!",303771161,"Jonathan","Manhattan","East Village",40.7296427889939,-73.9893042678854,"Entire home/apt",149,30,0,0,10,324,0,0
"12775",811662922186615552,"Bright Apt in East Village",336050514,"Ashton","Manhattan","East Village",40.7260431259687,-73.9894391697685,"Private room",100,30,17,0.85,1,231,0,0.85
"12776",811691110854757120,"Modern NYC Skyline View 2 BR Apartment",7320160,"Diara","Brooklyn","Bushwick",40.7010551196236,-73.9260138582594,"Entire home/apt",150,30,6,0.34,1,292,0,0.34
"12777",811710519478869760,"Large Private Bedroom in New York City",3338975,"Dan","Manhattan","Roosevelt Island",40.7627,-73.94823,"Private room",133,30,21,1.04,1,125,0,1.04
"12778",811784480371839744,"Private Room 20 minutes to Manhattan",4143186,"Francois","Brooklyn","Bushwick",40.6963567,-73.9073806,"Private room",50,30,2,0.32,2,320,2,0.32
"12779",811787745158464128,"Bright & Cozy Room in the Heart of the Village",445219407,"Micheal","Manhattan","East Village",40.7279354616518,-73.9825065032135,"Private room",64,30,28,1.36,2,338,2,1.36
"12780",811794915460622720,"Luxury Living in Stylish BK Gem",110861450,"Echelon Living","Brooklyn","Canarsie",40.63193,-73.89176,"Entire home/apt",320,2,101,5.34,1,317,58,5.34
"12781",811811665116059648,"Bronx Hidden Gem",166115856,"Brenda","Bronx","Williamsbridge",40.8817273909234,-73.8580488756876,"Entire home/apt",99,30,32,1.5,1,279,5,1.5
"12782",811860734658089216,"Modern Two Bedroom Apartment Jamaica Queens, NYC",26649292,"Haja","Queens","Jamaica Hills",40.709901603879,-73.7995745037048,"Entire home/apt",225,30,32,1.55,1,364,0,1.55
"12783",812142220944834048,"Ozone Oasis",497666911,"Leila","Queens","South Ozone Park",40.67336,-73.81093,"Private room",208,1,89,4.58,1,261,61,4.58
"12784",812180797633934208,"Spacious private guest suite 10 min from Manhattan",9460898,"Arman","Queens","Astoria",40.76822,-73.92752,"Entire home/apt",281,2,82,4,1,133,52,4
"12785",812303911037205120,"1009 Willoughby - Room",487718285,"Noah","Brooklyn","Bushwick",40.7002571915222,-73.9295063936892,"Private room",60,30,2,0.09,2,364,0,0.09
"12786",812364312949019904,"NEWLY BUILT 3 BED 2 BATH NYC near JFK",496749638,"Clive","Queens","South Ozone Park",40.66406,-73.81233,"Entire home/apt",346,30,9,0.44,2,357,1,0.44
"12787",812515079646741120,"KING SIZE Bedroom Apt w/Parking Canarsie Brooklyn",465545416,"The Morency Group","Brooklyn","Canarsie",40.63193,-73.90275,"Private room",166,30,76,3.66,2,180,0,3.66
"12788",812525039857019520,"Luxury&Style Center of NYC",497802176,"Lucineia","Manhattan","Chelsea",40.7490810726353,-73.9967668204002,"Entire home/apt",282,1,90,4.28,1,298,44,4.28
"12789",812595351840904704,"Hairouner inn #1",498001771,"Enroy","Queens","Jamaica",40.6713679547084,-73.7652965228805,"Private room",128,30,7,0.4,3,365,0,0.4
"12790",812614501465645440,"Large Room, HDTV, Laundry & Private bathroom #462",3223938,"Eugene","Brooklyn","Flatbush",40.6436851590922,-73.9645744559731,"Private room",48,30,1,0.86,740,354,1,0.86
"12791",812619518792931584,"LovelyRentalUnitCloseToManhathan",497952874,"Marco Antonio","Queens","Sunnyside",40.74494,-73.9149,"Private room",80,30,0,0,1,365,0,0
"12792",812649282770207872,"Fabulous 4 Bdrm Duplex with a Backyard",478732286,"Rachel","Brooklyn","Bedford-Stuyvesant",40.6960835273447,-73.9433098761709,"Entire home/apt",444,30,30,1.47,5,229,1,1.47
"12793",812650377737473152,"quiet and neat room",389706319,"Noura","Staten Island","Woodrow",40.54569,-74.19095,"Private room",70,30,3,0.14,2,365,0,0.14
"12794",812824433682429696,"Blueground | Clinton Hill, gym, pool & w/d",107434423,"Blueground","Brooklyn","Clinton Hill",40.6820059,-73.967476,"Entire home/apt",384,31,0,0,897,331,0,0
"12795",812888118606679552,"Hairouner Inn2",498001771,"Enroy","Queens","Springfield Gardens",40.6694007018652,-73.7652313436539,"Private room",106,30,4,0.21,3,365,0,0.21
"12796",812891874403369472,"Stuyvesant suite",498058013,"Justin","Brooklyn","Bedford-Stuyvesant",40.683878164192,-73.9374618993751,"Private room",199,30,0,0,1,269,0,0
"12797",812904501672660480,"Large Room, HDTV, Laundry & Private bathroom #463",3223938,"Eugene","Brooklyn","Flatbush",40.6436855681174,-73.9660300186444,"Private room",44,30,0,0,740,338,0,0
"12798",812912005478854656,"New HDTV Room, Laundry Private terrace #464",3223938,"Eugene","Brooklyn","Flatbush",40.6433587687874,-73.9645395646988,"Private room",42,30,0,0,740,354,0,0
"12799",812918853506988032,"HDTV Room, Laundry, 28 mins to Manhattan #465",3223938,"Eugene","Brooklyn","Flatbush",40.64374,-73.96619,"Private room",39,30,0,0,740,354,0,0
"12800",812940893548382976,"HDTV Room, Laundry, 28 mins to Manhattan #466",3223938,"Eugene","Brooklyn","Flatbush",40.6437419589659,-73.9650270756582,"Private room",40,30,0,0,740,354,0,0
"12801",812942450524640640,"Potala house 2",498068370,"Luosong","Queens","Woodside",40.756944,-73.903846,"Private room",111,1,92,4.38,2,154,63,4.38
"12802",812960706146211584,"Private quiet bedroom",19990362,"Sara","Brooklyn","Navy Yard",40.7028249068318,-73.9800130776062,"Private room",69,30,7,0.41,3,330,4,0.41
"12803",812963637210020992,"Potala house 1",498068370,"Luosong","Queens","Astoria",40.7576,-73.90307,"Private room",121,1,93,4.32,2,131,58,4.32
"12804",813080654981726976,"TRYP by Wyndham -Luxury Times Square / Midtown",38592279,"Vk","Manhattan","Hell's Kitchen",40.7548104080002,-73.9949503334059,"Private room",300,1,4,0.19,20,65,1,0.19
"12805",813087117074496256,"TRYP by Wyndham - Times Square / Midtown",38592279,"Vk","Manhattan","Hell's Kitchen",40.75283,-73.99431,"Private room",300,1,6,0.28,20,66,5,0.28
"12806",813179182445362688,"Sun-filled Apt in charming RH",498135066,"Mckenzie","Brooklyn","Red Hook",40.6781076846397,-74.0110504404249,"Entire home/apt",165,30,18,0.9,1,205,3,0.9
"12807",813206527000667520,"Modern Bronxnite",498140931,"Robertny","Bronx","Williamsbridge",40.88001,-73.86028,"Entire home/apt",99,30,29,1.36,1,353,2,1.36
"12808",813619299927003520,"Standard 2 Double beds in Soho",468527022,"JG Sohotel","Manhattan","SoHo",40.7195256452108,-73.9999075676679,"Private room",253,1,6,0.58,6,127,6,0.58
"12809",813641968666191872,"Studio Suite Steps from Central Park w/Breakfast",231281049,"The Manhattan Club","Manhattan","Midtown",40.76524,-73.98208,"Private room",286,1,2,0.13,11,328,0,0.13
"12810",813643267419061760,"Luxury City Suite Steps from Central Park w/Bfst",231281049,"The Manhattan Club","Manhattan","Midtown",40.7661109446636,-73.9816923244586,"Private room",316,1,3,0.14,11,323,0,0.14
"12811",813644062830607616,"Two Bathroom Suite steps from Central Park w/Bfst",231281049,"The Manhattan Club","Manhattan","Midtown",40.7639769022675,-73.9802921681738,"Private room",391,1,13,0.67,11,345,6,0.67
"12812",813699540556853504,"Wyndham Midtown 45 Resort | King Bed Studio Suite",389697794,"David","Manhattan","Midtown",40.7526556,-73.9724804,"Entire home/apt",357,30,0,0,20,365,0,0
"12813",813699649442418432,"Wyndham Midtown 45 Resort | King Bed Studio Suite",389697794,"David","Manhattan","Midtown",40.7526556,-73.9724804,"Entire home/apt",357,30,0,0,20,365,0,0
"12814",813699714183483904,"Wyndham Midtown 45 Resort | King Bed Studio Suite",389697794,"David","Manhattan","Midtown",40.7526556,-73.9724804,"Entire home/apt",357,30,0,0,20,365,0,0
"12815",813699809642365440,"Wyndham Midtown 45 Resort | King Bed Studio Suite",389697794,"David","Manhattan","Midtown",40.7526556,-73.9724804,"Entire home/apt",357,30,0,0,20,365,0,0
"12816",813699890174846208,"Wyndham Midtown 45 Resort | King Bed Studio Suite",389697794,"David","Manhattan","Midtown",40.7526556,-73.9724804,"Entire home/apt",357,30,0,0,20,365,0,0
"12817",813700131988722560,"Wyndham Midtown 45 | 1BR/1BA King Bed Suite",389697794,"David","Manhattan","Midtown",40.7526556,-73.9724804,"Entire home/apt",414,30,0,0,20,365,0,0
"12818",813700178841582720,"Wyndham Midtown 45 | 1BR/1BA King Bed Suite",389697794,"David","Manhattan","Midtown",40.7526556,-73.9724804,"Entire home/apt",414,30,0,0,20,365,0,0
"12819",813700254399960064,"Wyndham Midtown 45 | 1BR/1BA King Bed Suite",389697794,"David","Manhattan","Midtown",40.7526556,-73.9724804,"Entire home/apt",414,30,0,0,20,365,0,0
"12820",813700326001228288,"Wyndham Midtown 45 | 1BR/1BA King Bed Suite",389697794,"David","Manhattan","Midtown",40.7526556,-73.9724804,"Entire home/apt",414,30,0,0,20,365,0,0
"12821",813700923615597824,"Wyndham Midtown 45 Resort | King Bed Hotel Room",389697794,"David","Manhattan","Midtown",40.7526556,-73.9724804,"Entire home/apt",309,30,0,0,20,365,0,0
"12822",813700999695743232,"Wyndham Midtown 45 Resort | King Bed Hotel Room",389697794,"David","Manhattan","Midtown",40.7526556,-73.9724804,"Entire home/apt",309,30,0,0,20,365,0,0
"12823",813701095604735232,"Wyndham Midtown 45 Resort | King Bed Hotel Room",389697794,"David","Manhattan","Midtown",40.7526556,-73.9724804,"Entire home/apt",309,30,0,0,20,365,0,0
"12824",813701182063614848,"Wyndham Midtown 45 Resort | King Bed Hotel Room",389697794,"David","Manhattan","Midtown",40.7526556,-73.9724804,"Entire home/apt",309,30,0,0,20,365,0,0
"12825",813701258122616960,"Wyndham Midtown 45 Resort | King Bed Hotel Room",389697794,"David","Manhattan","Midtown",40.7526556,-73.9724804,"Entire home/apt",309,30,0,0,20,365,0,0
"12826",813719497386823808,"Chelsea Studio - Only July - Minimum 31 days",3864968,"Joanna","Manhattan","Chelsea",40.7409637332581,-73.9992559936822,"Entire home/apt",150,31,1,0.31,1,33,1,0.31
"12827",813775802468602752,"Beautiful Room - Bushwick Loft with Gym & Rooftop!",247439246,"Charlene","Brooklyn","Bushwick",40.700496,-73.923276,"Private room",85,60,1,0.07,10,121,0,0.07
"12828",813784922457452160,"Close to Central Park 2BR w/ Washer/Dryer in Unit",450580547,"Hannah M.","Manhattan","Upper West Side",40.79311,-73.96663,"Entire home/apt",225,30,1,0.16,14,351,1,0.16
"12829",813793851865030528,"Luxury Suite w/ Hotel Amenities",136024214,"Gabriel","Brooklyn","Cypress Hills",40.678382,-73.893888,"Entire home/apt",486,30,21,1,8,308,1,1
"12830",814035938732105984,"Luxury Guest House Near JFK Airport",60637082,"Mathew","Queens","Rosedale",40.67905,-73.72673,"Private room",139,5,11,0.89,2,89,10,0.89
"12831",814152493798462208,"Highland Place I by RoveTravel | Luxury NoMad 3BR",17775359,"Rove","Manhattan","Midtown",40.745168,-73.9898668,"Entire home/apt",422,30,5,0.27,79,300,3,0.27
"12832",814153128504179456,"Prospect Lane by RoveTravel | Chic TH w/ Patio",17775359,"Rove","Brooklyn","Gowanus",40.681111,-73.989866,"Entire home/apt",492,30,1,0.06,79,0,0,0.06
"12833",814665504437654784,"Quarto Inteiro Upper East Side",479823248,"Junior","Manhattan","Upper East Side",40.7818653742879,-73.9475231990218,"Private room",60,30,49,2.3,1,99,5,2.3
"12834",814741679869275136,"Comfortable and Cozy",339192135,"Nadia","Manhattan","Morningside Heights",40.8118524705777,-73.9605097512292,"Private room",149,30,1,0.06,2,365,0,0.06
"12835",814892634456211328,"Ultimate East Village Comfort in Elevator Building",102731382,"Coco And Davis","Manhattan","East Village",40.7283282400765,-73.9835363,"Entire home/apt",300,30,9,0.47,2,143,5,0.47
"12836",815148194323194752,"The Sterling Crown",479109639,"Francis","Brooklyn","Crown Heights",40.671787,-73.9398627,"Entire home/apt",130,60,2,0.1,1,309,0,0.1
"12837",815196047046719872,"Beautiful Luxury 1BD Apartment w FREE Parking",349262538,"Opulence","Brooklyn","Brownsville",40.6603690511844,-73.9122001218943,"Entire home/apt",190,30,16,0.77,3,270,1,0.77
"12838",815228833904226432,"Nice Spot In Brooklyn NY #1",498559328,"Mary","Brooklyn","East Flatbush",40.6502464,-73.9245696,"Private room",65,30,18,0.87,2,365,1,0.87
"12839",815302297449439872,"Cass Home - Dedicated 2-bedrooms with Living Area",498573400,"Casimir","Queens","St. Albans",40.69505,-73.7636,"Private room",135,2,54,2.63,2,324,32,2.63
"12840",815406323850393472,"Lovely one bedroom in a lower level apartment",80917634,"Marco","Queens","Richmond Hill",40.6923829323831,-73.8363998726577,"Private room",40,30,16,0.79,1,31,2,0.79
"12841",815887248229691520,"Functional Private Room #290 B",305240193,"Elena","Manhattan","Hell's Kitchen",40.7599807983639,-73.9927288352945,"Private room",90,30,0,0,288,141,0,0
"12842",815891316205624960,"Amazing Space Across from the Park",484299616,"Dawud","Queens","Woodhaven",40.6974271138329,-73.8534289598465,"Private room",150,3,52,2.45,1,347,22,2.45
"12843",815914518377147904,"Family friendly Queens Retreat w Backyard&Parking",288162140,"Delores","Queens","Springfield Gardens",40.66414,-73.74889,"Private room",329,2,4,0.2,1,359,0,0.2
"12844",816102839080885248,"Hottest Spot in Astoria",495555539,"George","Queens","Ditmars Steinway",40.7745821,-73.9134549,"Entire home/apt",145,30,4,0.21,1,177,0,0.21
"12845",816157784605639424,"Charming 1 bedroom in Woodhaven",498788015,"Geris","Queens","Woodhaven",40.68604,-73.86574,"Private room",268,30,18,1.07,1,310,3,1.07
"12846",816171035608966144,"Cozy 1 Bedroom for Remote Worker",219712367,"Stephanie","Queens","Kew Gardens",40.70595,-73.8331,"Entire home/apt",90,30,0,0,1,263,0,0
"12847",816182291434872192,"BedStay",175142050,"Valentina","Brooklyn","Bedford-Stuyvesant",40.6914554718961,-73.9415601344027,"Private room",56,30,11,0.54,2,162,4,0.54
"12848",816198935601828480,"Luxury Brownstone in the Hart of Brooklyn",152268277,"Kristina","Brooklyn","Bedford-Stuyvesant",40.69418,-73.94591,"Entire home/apt",275,30,18,0.95,1,155,4,0.95
"12849",816222714338964224,"City view room",241378877,"Julian","Queens","Long Island City",40.74787,-73.93711,"Private room",138,30,11,0.53,2,90,0,0.53
"12850",816255161663694720,"Large 1 BR Apartment (near WTC)",5291348,"Majesty Eve","Manhattan","Financial District",40.708276,-74.006014,"Entire home/apt",210,30,2,0.17,1,161,2,0.17
"12851",816320941221100032,"Flexible Dates Big Room",498818487,"Nancy","Brooklyn","Bath Beach",40.6022570727235,-74.0110396690484,"Private room",130,30,37,1.78,1,365,2,1.78
"12852",816631469133588992,"Tranquil Private Bedroom - Crown Heights",373663601,"Zion","Brooklyn","Crown Heights",40.66892,-73.93036,"Private room",70,30,14,0.66,1,89,0,0.66
"12853",816646508081887872,"Large Sunny bedroom in apt share close to City!",30532557,"Eibhlin","Brooklyn","Bedford-Stuyvesant",40.68955,-73.92786,"Private room",43,30,2,0.13,14,337,1,0.13
"12854",816670477711874560,"Spacious & Stylish minutes to Downtown!",498897848,"Grace","Brooklyn","Canarsie",40.6368789607567,-73.9160584919021,"Entire home/apt",76,30,18,0.89,2,126,2,0.89
"12855",816753648317536000,"Chic 1BR w/ Loft near Central Park/Lincoln Center",3490818,"Jon","Manhattan","Upper West Side",40.77794,-73.98124,"Entire home/apt",199,30,5,0.29,1,218,3,0.29
"12856",816768813156134400,"Cozy Corner (Room 1)",215837608,"Jamila","Brooklyn","Canarsie",40.6553088628849,-73.8987395837083,"Private room",67,30,3,0.18,3,89,0,0.18
"12857",816783428767938304,"Cool studio 20 Minutes from Times Square",47125955,"Rebeca","Queens","Long Island City",40.7613273141508,-73.9267577643037,"Entire home/apt",110,30,10,0.57,2,326,1,0.57
"12858",816848131067274240,"West Side penthouse with skyline view",122877644,"Kate","Manhattan","Hell's Kitchen",40.76207,-73.98728,"Entire home/apt",185,30,1,0.35,2,86,1,0.35
"12859",816918519230676224,"Cozy 1 Bedroom Near Flatbush BK",296760087,"Elsie","Brooklyn","Flatlands",40.6192580610385,-73.9389024438882,"Private room",110,30,1,0.06,1,178,0,0.06
"12860",816988342858515968,"Private room with new furniture",10149317,"Gregory,Avner","Queens","Glendale",40.7036429849086,-73.8841880969959,"Private room",49,30,2,0.11,16,98,0,0.11
"12861",817035992237456000,"Modern home near JFK/UBS Arena/ Casino",498983290,"Glendon","Queens","Rosedale",40.6541934375276,-73.7381911889987,"Private room",163,2,101,4.82,1,211,57,4.82
"12862",817320349485432960,"HUGE Bushwick Apt, HDTV, 21 min to Manhattan #420",3223938,"Eugene","Brooklyn","Bedford-Stuyvesant",40.6917805108695,-73.9466570742207,"Private room",42,30,0,0,740,354,0,0
"12863",817337173977098880,"Cozy apartment in Queens",27596962,"Ewelina","Queens","Middle Village",40.7136180271641,-73.8835133250386,"Entire home/apt",229,2,68,3.24,1,119,36,3.24
"12864",817402844618103296,"Guest Room with 1 King Bed at Chelsea",499064731,"Chelsea New York City","Manhattan","Chelsea",40.7446662488744,-73.9921336763632,"Entire home/apt",275,1,103,5.86,2,204,73,5.86
"12865",817413068766513920,"Stay with Tara and Mo,Private room,5 min walk to Q",499068203,"Tara","Brooklyn","Kensington",40.644654257937,-73.9704151046027,"Private room",93,30,19,0.93,1,217,2,0.93
"12866",817419227535954944,"Beverly Boutique",499071357,"Clyde","Brooklyn","East Flatbush",40.64604290406,-73.9475052085724,"Private room",140,31,13,0.63,1,364,0,0.63
"12867",817490864743448320,"2 bed + Office",4134337,"Tyler","Brooklyn","Williamsburg",40.7158285359515,-73.942582399929,"Entire home/apt",187,30,7,0.41,3,294,4,0.41
"12868",817540327186766720,"Rodney’s Den",239844232,"Brandon","Brooklyn","Canarsie",40.64363,-73.90577,"Entire home/apt",120,30,13,0.62,1,122,0,0.62
"12869",817571435911571200,"Artist's Brownstone Home",450161902,"Natalie","Manhattan","Harlem",40.8082383140851,-73.9420943017367,"Entire home/apt",125,30,47,2.26,17,335,4,2.26
"12870",817580985819220480,"Large Room in Times Square",179135911,"Divya","Manhattan","Hell's Kitchen",40.76213,-73.98696,"Private room",159,30,13,0.7,2,169,1,0.7
"12871",817891489793125760,"Blueground | Lenox Hill, elevator & doorman",107434423,"Blueground","Manhattan","Upper East Side",40.7633888,-73.9596248,"Entire home/apt",414,31,0,0,897,164,0,0
"12872",817955264395137792,"Beautiful New Home in Brooklyn",498237429,"Ming","Brooklyn","Crown Heights",40.6704629164934,-73.9308234308408,"Entire home/apt",210,30,24,1.15,2,324,3,1.15
"12873",818063842815793152,"Fort Greene Brownstone Loft - HUGE, 1BR",12570191,"Katie And Perry","Brooklyn","Fort Greene",40.6869376077635,-73.9780973730061,"Entire home/apt",238,30,20,0.96,2,138,1,0.96
"12874",818082696608058752,"69-2A  Prime Lower East Side 1br Apt  Brand New",162280872,"Urban Furnished","Manhattan","Lower East Side",40.7193641662598,-73.9851150512695,"Entire home/apt",149,30,0,0,221,335,0,0
"12875",818087759889734656,"69-2D  Stylish Lower East Side 1BR Apt",162280872,"Urban Furnished","Manhattan","Lower East Side",40.7193634,-73.985112,"Entire home/apt",153,30,0,0,221,338,0,0
"12876",818090794671877376,"69-3D  Prime Lower East Brand New 1br Apt",162280872,"Urban Furnished","Manhattan","Lower East Side",40.7193641662598,-73.9851150512695,"Entire home/apt",148,30,0,0,221,324,0,0
"12877",818099336473939456,"1288-3RS New Renovated 2 Bedrooms in UES",162280872,"Urban Furnished","Manhattan","Upper East Side",40.76596,-73.95712,"Entire home/apt",187,30,2,0.11,221,314,0,0.11
"12878",818113264111815040,"1567-1A New 2BR PRIME Upper East Apt, W&D",162280872,"Urban Furnished","Manhattan","Upper East Side",40.7742385864258,-73.9486770629883,"Entire home/apt",187,30,1,0.06,221,365,0,0.06
"12879",818117820760322304,"69-4D  Trendy Lower East Side 1Br Brand New",162280872,"Urban Furnished","Manhattan","Lower East Side",40.7193641662598,-73.9851150512695,"Entire home/apt",153,30,0,0,221,318,0,0
"12880",818118331588449408,"69-4A Quality New Prime Lower East 1BR Apt",162280872,"Urban Furnished","Manhattan","Lower East Side",40.7193641662598,-73.9851150512695,"Entire home/apt",139,30,3,0.42,221,276,3,0.42
"12881",818119556081729536,"69-4C Pime Lower East Side 1br Apt  Brand New",162280872,"Urban Furnished","Manhattan","Lower East Side",40.7193634,-73.985112,"Entire home/apt",153,30,2,0.12,221,359,0,0.12
"12882",818123992750150400,"69-5B I Stylish Lower East Side 1BR Apt",162280872,"Urban Furnished","Manhattan","Lower East Side",40.7193634,-73.985112,"Entire home/apt",144,30,2,0.1,221,217,1,0.1
"12883",818125827182233728,"Great Little Retro Getaway newly renovated",499228588,"Laura Nick","Brooklyn","Gravesend",40.6053099353866,-73.9749059821205,"Entire home/apt",125,30,6,0.43,1,267,5,0.43
"12884",818179625602858880,"Just a few steps to the beach",40025069,"Briana","Queens","Belle Harbor",40.5754862839038,-73.8474513548801,"Entire home/apt",232,30,1,0.07,1,365,0,0.07
"12885",818209290472580608,"The Cäz - Mulzac Brooklyn Townhome + Waterfall",489124684,"Briana","Brooklyn","Bedford-Stuyvesant",40.6831265235248,-73.9228131318361,"Private room",301,2,101,5.03,8,325,60,5.03
"12886",818211569486005504,"Spacious Home in Brooklyn",498237429,"Ming","Brooklyn","Crown Heights",40.6706674342742,-73.9299436577374,"Entire home/apt",453,5,50,2.48,2,263,28,2.48
"12887",818226487485177344,"Simple Private Room #297 A",305240193,"Elena","Manhattan","Hell's Kitchen",40.75955,-73.99034,"Private room",119,30,0,0,288,317,0,0
"12888",818227802719333760,"Beautiful 5Bed 2Bath Apartment",466838304,"Dandan","Brooklyn","East Flatbush",40.64682,-73.94472,"Entire home/apt",397,31,17,0.9,2,222,0,0.9
"12889",818273690583791360,"Comfortable guest stay near JFK/LGA/UBS",394603762,"Mark","Queens","St. Albans",40.7020050975886,-73.7585982264953,"Private room",111,30,2,0.13,4,365,0,0.13
"12890",818343840653731840,"Luxe* UBS Citi Field Arthur Ashe",352961845,"Erica","Queens","Bay Terrace",40.7848371219424,-73.7946416355277,"Private room",169,2,36,2.16,1,347,22,2.16
"12891",818367829841705216,"Sunny Bushwick Townhouse",941998,"Travis","Brooklyn","Bushwick",40.69357,-73.9213,"Entire home/apt",399,30,5,0.26,1,307,2,0.26
"12892",818785714339118208,"Blueground | Kips Bay, gym & doorman",107434423,"Blueground","Manhattan","Kips Bay",40.7399363,-73.9789488,"Entire home/apt",359,31,0,0,897,251,0,0
"12893",818852366357722880,"Your home in Brooklyn",255689304,"Natalia","Brooklyn","East Flatbush",40.6484605366588,-73.9170736981709,"Entire home/apt",160,30,1,0.05,1,365,0,0.05
"12894",818879228507700608,"Nice Place in Brooklyn Rm#2",498559328,"Mary","Brooklyn","East Flatbush",40.65119,-73.92418,"Private room",65,30,15,0.75,2,365,0,0.75
"12895",818917125775091712,"Stunning Brownstone Apartment",3558158,"Natalie","Brooklyn","Fort Greene",40.69131,-73.97128,"Shared room",140,30,0,0,1,173,0,0
"12896",818990900951340288,"MACON 1-Modern queen size room",406193264,"Manuel","Brooklyn","Bedford-Stuyvesant",40.685329128011,-73.9173518745302,"Private room",102,30,46,2.2,9,59,4,2.2
"12897",819298965203188608,"Spacious one bedroom apartment in a townhouse",14855509,"Milton","Manhattan","Harlem",40.8077357445906,-73.9451320404382,"Entire home/apt",190,5,60,3.07,3,153,40,3.07
"12898",819398487699109760,"Tranquil Private Bedroom Near UBS Arena&Airports",270130811,"Morenikeji","Queens","Cambria Heights",40.6907457690719,-73.72647662128,"Private room",55,1,19,0.92,2,1,0,0.92
"12899",819412869698280960,"A cozy and quiet private space.",17103966,"Georgia","Brooklyn","Canarsie",40.64374,-73.89715,"Private room",99,30,16,0.94,1,90,1,0.94
"12900",819414242602084480,"A beautiful furnished studio apt",497908128,"Oladunni","Staten Island","Mariners Harbor",40.62833,-74.15677,"Entire home/apt",65,30,36,1.73,1,306,5,1.73
"12901",819507461872359680,"1 Bdrm W. 69th St, bwtn BWay & Columbus",30045574,"Barry","Manhattan","Upper West Side",40.7758428,-73.9805925,"Entire home/apt",160,30,0,0,8,346,0,0
"12902",819586023258001664,"Painter's Loft",450161902,"Natalie","Bronx","Concourse Village",40.82703,-73.91931,"Entire home/apt",101,30,33,1.58,17,339,5,1.58
"12903",819611500532619264,"room in Manhattan's hearth",337018538,"Filippo","Manhattan","Midtown",40.75216,-73.96998,"Private room",99,60,0,0,1,364,0,0
"12904",819711620719566208,"Renovated 1 bedroom apartment",10903292,"Nayan","Bronx","Williamsbridge",40.87003,-73.8668,"Entire home/apt",99,30,0,0,1,180,0,0
"12905",819761922178142720,"D&S Peace & Rest",484656502,"Shawnee","Brooklyn","Bedford-Stuyvesant",40.686537465765,-73.9179999964068,"Private room",149,31,0,0,3,358,0,0
